Nom du Produit en Français	AGB 3.1  Score unique EF (mPt/kg de produit)
Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues	1.4626547
Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), cuites	1.4626547
Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, crues	0.35633296
Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, cuites	0.35633296
Pâtes fraîches farcies (ex : raviolis), aux légumes, cuites	0.2834764
Pâtes fraîches, aux œufs, crues	0.23323496
Pâtes fraîches, aux œufs, cuites, non salées	0.26720881
Pâtes sèches standard, crues	0.27735719
Pâtes sèches standard, cuites, non salées	0.13534629
Pâtes sèches, au blé complet, crues	0.26305973
Pâtes sèches, au blé complet, cuites, non salées	0.13527206
Pâtes sèches, aux œufs, crues	0.26305973
Pâtes sèches, aux œufs, cuites, non salées	0.26029814
Pâtes sèches, sans gluten, crues	0.23810233
Pâtes sèches, sans gluten, cuites, non salées	0.1179707
Paupiette de veau	1.7964397
Paupiette de veau, cuite au four	1.7964397
Paupiette de volaille	1.0150985
Pavot, graine	0.45684608
Pêche au sirop léger, appertisée, égouttée	0.32432024
Pêche au sirop léger, appertisée, non égouttée	0.18199728
Pêche melba	0.2476233
Pêche, pulpe et peau, crue	0.21281509
Pêche, sèche	4.3472249
Pecten d'Amérique ou Peigne du canada, noix, crue	1.3357051
Pélardon (fromage de chèvre)	1.1074487
Perche du Nil, crue	1.383784
Perche, crue	3.0863382
Perche, rôtie/cuite au four	3.79731
Persil, frais	0.18598284
Persil, séché	0.71868078
Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux	0.63233444
Pétales de blé chocolatés (non enrichis en vitamines et minéraux)	0.62001497
Pétales de blé chocolatés, enrichis en vitamines et minéraux	0.62001497
Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux)	0.63233444
Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux	0.63233444
Pétales de maïs natures (non enrichis en vitamines et minéraux)	0.63233444
Pétales de maïs natures, enrichis en vitamines et minéraux	0.63233444
Pétillant de fruits	0.17904001
Petit pot fruit avec banane pour bébé	0.11252673
Petit pot fruit sans banane pour bébé	0.11252673
Petit pot légumes, avec féculent, dès 4/6 mois	0.13092247
Petit pot légumes, dès 4-6 mois	0.13092247
Petit salé ou saucisse aux lentilles	0.30057665
Petits pois et carottes, appertisés, égouttés	0.12127723
Petits pois et carottes, surgelés, crus	0.15775551
Petits pois et carottes, surgelés, cuits	0.16692522
Petits pois, appertisés, égouttés	0.17811845
Petits pois, crus	0.10023057
Petits pois, cuits	0.14788458
Petits pois, purée	0.13603401
Petits pois, surgelés, crus	0.15603292
Petits pois, surgelés, cuits	0.19299718
Pétoncle ou Peigne du Pérou, noix, crue	1.3357051
Picodon (fromage de chèvre)	1.0165276
Pied de porc demi-sel	0.47212768
Pigeon, viande, rôtie/cuite au four	1.2099739
Pignon de pin	0.58225055
Pilchard, sauce tomate, appertisé, égoutté	0.87595814
Piment, cru	0.10867626
Pintade, crue	0.89010237
Pintade, cuisse, crue	0.89010237
Pintade, poitrine, crue	0.87893453
Piperade basquaise	0.17204811
Pissaladière	0.2548994
Pissenlit, cru	0.12411724
Pistache, grillée	0.70385559
Pistache, grillée, salée	0.70385559
Pizza 4 fromages	0.45690247
Pizza à la viande, type bolognaise	0.78267964
Pizza au chèvre et lardons	0.54170308
Pizza au chorizo ou salami	0.34252257
Pizza au fromage ou Pizza margherita	0.22971548
Pizza au poulet	0.40979416
Pizza au saumon	0.34781394
Pizza au speck ou jambon cru	0.43601658
Pizza au thon	0.34781394
Pizza aux fruits de mer	0.34781394
Pizza aux lardons, oignons et fromage	0.54170308
Pizza aux légumes ou Pizza 4 saisons	0.4304974
Pizza champignons fromage	0.45252578
Pizza jambon fromage	0.43601658
Pizza jambon fromage champignons ou pizza royale, reine ou regina	0.44763175
Pizza kebab	0.43601658
Pizza type raclette ou tartiflette	0.54170308
Pizza, sauce garniture pour	0.14662923
Plat légumes, avec féculent et lait/crème, dès 12 mois	0.15184357
Plat légumes, avec féculent et lait/crème, dès 18 mois	0.15184357
Plat légumes, avec féculent et lait/crème, dès 6-8 mois	0.15184357
Plat légumes, avec féculent et lait/crème, dès 8-12 mois	0.15184357
Plat légumes, avec féculent et viande/poisson, dès 12 mois	0.33141021
Plat légumes, avec féculent et viande/poisson, dès 18 mois	0.33141021
Plat légumes, avec féculent et viande/poisson, dès 6-8 mois	0.33141021
Plat légumes, avec féculent et viande/poisson, dès 8-12 mois	0.33141021
Plat légumes, avec féculent, dès 6-8 mois	0.14481573
Plie commune, crue	1.8946113
Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue	0.16687267
Poêlée de légumes assaisonnés aux champignons ("champêtre"), surgelée	0.16687267
Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue	0.16687267
Poêlée de légumes assaisonnés sans champignon, surgelée, crue	0.16687267
Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts	0.32268855
Poire au sirop léger, appertisée, non égouttée	0.10689197
Poire belle Hélène	0.22353537
Poire, pulpe et peau, crue	0.087983198
Poire, pulpe, crue	0.087983198
Poireau, cru	0.097804104
Poireau, cuit	0.15135296
Poireau, surgelé, cru	0.14334154
Pois cassé, cuit	0.056778361
Pois cassé, sec	0.12346289
Pois chiche, appertisé, égoutté	0.25194781
Pois chiche, cuit	0.06438117
Pois chiche, sec	0.14056365
Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau	0.18729843
Pois mange-tout ou pois gourmand, cru	0.12857596
Pois mange-tout ou pois gourmands, cuits	0.18729843
Poisson blanc à l'estragon	1.4664263
Poisson blanc à la bordelaise	1.2485216
Poisson blanc à la florentine (sauce aux épinards)	1.4664263
Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules)	1.2485216
Poisson blanc à la parisienne (sauce aux champignons)	1.5523758
Poisson blanc à la provençale ou niçoise (sauce tomate)	1.6309044
Poisson blanc à la sauce moutarde	1.4664263
Poisson blanc sauce oseille	1.4664263
Poisson en sauce, surgelé	1.4751873
Poisson pané, frit	1.4638745
Poisson pané, surgelé, cru	1.4673759
Poisson, croquette ou beignet ou nuggets, frit	1.3902304
Poitrine de porc demi-sel	1.1513732
Poitrine de porc, fumée, crue	0.88704676
Poivre blanc, poudre	1.423572
Poivre de Cayenne ou piment de Cayenne	1.423572
Poivre noir, poudre	1.4239766
Poivron jaune, cru	0.10867626
Poivron rouge, appertisé, égoutté	0.12352744
Poivron rouge, cru	0.10867626
Poivron rouge, cuit	0.16405303
Poivron vert, cru	0.10867626
Poivron vert, cuit	0.16405303
Poivron, vert, jaune ou rouge, cru	0.10867626
Polenta ou semoule de maïs, cuite, non salée	0.10334471
Polenta ou semoule de maïs, précuite, sèche	0.23102721
Pomelo (dit Pamplemousse) jaune, pulpe, cru	0.79352532
Pomelo (dit Pamplemousse) rose, pulpe, cru	0.79352532
Pomelo (dit Pamplemousse), pulpe, cru	0.79352532
Pomme Canada, pulpe, crue	0.065523315
Pomme de terre dauphine, surgelée, crue	0.27467619
Pomme de terre dauphine, surgelée, cuite	0.42268072
Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau	0.076018137
Pomme de terre duchesse, surgelée, crue	0.21463528
Pomme de terre duchesse, surgelée, cuite	0.33719391
Pomme de terre noisette, surgelée, crue	0.37519073
Pomme de terre noisette, surgelée, cuite	0.56579428
Pomme de terre nouvelle, crue	0.043976138
Pomme de terre primeur, sans peau, bouillie/cuite à l'eau	0.076018137
Pomme de terre rissolée, surgelée, crue	0.12431816
Pomme de terre rissolée, surgelée, cuite	0.20964121
Pomme de terre sautée/poêlée à la graisse de canard	0.077863011
Pomme de terre vapeur, sous vide	0.089527197
Pomme de terre, bouillie/cuite à l'eau	0.089527197
Pomme de terre, flocons déshydratés, au lait ou à la crème	0.15599062
Pomme de terre, flocons déshydratés, nature	0.12256195
Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée	0.16103611
Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse	0.16103611
Pomme de terre, purée, avec lait et beurre, non salée	0.16103611
Pomme de terre, rôtie/cuite au four	0.11383501
Pomme de terre, sans peau, crue	0.054185432
Pomme de terre, sans peau, cuite au four	0.11023165
Pomme de terre, sautée/poêlée	0.091629125
Pomme Golden, pulpe et peau, crue	0.077080793
Pomme, pulpe et peau, crue	0.065523315
Pomme, pulpe, bouillie/cuite à l'eau	0.10479298
Pomme, pulpe, crue	0.065523315
Pomme, pulpe, rôtie/cuite au four	0.11855036
Pomme, sèche	0.47441999
Pont l'Évêque	0.51319207
Pop-corn ou Maïs éclaté, à l'air, non salé	0.19040263
Pop-corn ou Maïs éclaté, à l'huile, salé	0.17175633
Pop-corn ou Maïs éclaté, au caramel	0.23781053
Porc au caramel	1.5498794
Porc, bardière découennée, crue	0.21813501
Porc, carré, cru	1.4977305
Porc, carré, cuit	1.9236124
Porc, côte, crue	1.4977305
Porc, côte, grillée	1.9236124
Porc, échine, crue	1.4902663
Porc, échine, rôtie/cuite au four	1.9141833
Porc, épaule, crue	1.1955542
Porc, épaule, cuite	1.5418862
Porc, escalope de jambon, crue	1.4902663
Porc, escalope de jambon, cuite	1.9141833
Porc, filet mignon, cru	1.4902663
Porc, filet mignon, cuit	1.9141833
Porc, filet, maigre, cru	1.4902663
Porc, filet, maigre, en rôti, cuit	1.9141833
Porc, gorge, découennée, crue	0.88642226
Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru	1.4902663
Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru	1.8661207
Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru	1.4977305
Porc, jarret, cru	1.4977305
Porc, longe, crue	1.4902663
Porc, longe, cuite	1.9141833
Porc, maigre 80/20, cru	1.4902663
Porc, maigre 90/10, cru	1.4902663
Porc, palette, découennée, dégraisssée, désossée, crue	1.4902663
Porc, poitrine cutter, sans mouille, crue	0.88642226
Porc, poitrine, crue	1.4902663
Porc, rôti filet avec chaînette, cru	1.4902663
Porc, rôti, cru	1.4902663
Porc, rôti, cuit	1.9141833
Porc, rouelle de jambon, crue	1.4902663
Porc, rouelle de jambon, cuite	1.9141833
Porc, travers, braisé	1.9236124
Porc, travers, cru	1.4977305
Pot-au-feu	1.6564069
Potée auvergnate (chou et porc)	0.61905172
Potimarron, pulpe, cru	0.085008789
Potiron, appertisé, égoutté	0.13462392
Potiron, cru	0.087264039
Potiron, cuit	0.13904081
Poudre cacaotée ou au chocolat pour boisson, sucrée	1.3188517
Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines	1.3188517
Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux	1.3188517
Poule, cuisse, crue	0.89010237
Poule, viande ,crue	0.89010237
Poule, viande et peau, crue	0.89010237
Poulet (var. blanc), viande et peau, cru	0.89010237
Poulet au curry et au lait de coco	0.90192543
Poulet basquaise	0.6930214
Poulet éviscéré sans abats, cru	0.89010237
Poulet fermier, viande et peau, cru	0.89010237
Poulet, aile, viande et peau, cru	0.89010237
Poulet, aile, viande et peau, rôti/cuit au four	1.2099739
Poulet, croquette panée ou nuggets	0.8611308
Poulet, cuisse, viande et peau, bouilli/cuit à l'eau	1.2099739
Poulet, cuisse, viande et peau, cru	0.89010237
Poulet, cuisse, viande et peau, rôtie/cuite au four	1.2099739
Poulet, cuisse, viande, bouilli/cuit à l'eau	1.2099739
Poulet, cuisse, viande, cru	0.89010237
Poulet, cuisse, viande, rôti/cuit au four	1.2099739
Poulet, escalope panée	1.2079137
Poulet, filet, sans peau, cru	0.87893453
Poulet, filet, sans peau, cuit	1.1951891
Poulet, haut de cuisse, viande, cru	0.89010237
Poulet, manchons marinés, rôtis/cuits au four	0.93083965
Poulet, pilon, cru	0.89010237
Poulet, poitrine, viande et peau, cru	0.87893453
Poulet, poitrine, viande et peau, rôti/cuit au four	1.1951891
Poulet, viande et peau, cru	0.7094517
Poulet, viande et peau, rôti/cuit au four	0.97081587
Poulet, viande, crue	0.7094517
Pouligny Saint-Pierre (fromage de chèvre)	0.95970187
Préparation culinaire à base de soja, type "crème de soja"	0.14554177
Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)	0.25020942
Profiterole avec glace vanille et sauce chocolat	0.31482118
Profiteroles (crème pâtissière et sauce chocolat), rayon frais	0.31407532
Protéine de soja texturée	0.067086989
Protéine de soja texturée, réhydratée	0.15186621
Provolone	0.56525503
Prune Reine-Claude, crue	0.52081968
Prune, crue	0.51829538
Pruneau, sec	2.0135303
Purée de fruits, tout type de fruits, type "compote sans sucres ajoutés"	0.12923032
Quatre épices	0.8950025
Quatre-quarts ou barre pâtissière, préemballé	0.43877444
Quenelle de poisson, crue	0.83214028
Quenelle de poisson, en sauce	0.86373444
Quenelle de veau, en sauce	0.66787312
Quenelle de volaille, crue	0.75826376
Quenelle de volaille, en sauce	0.78985791
Quenelle nature, crue	0.32792623
Quiche lorraine	0.5701375
Quinoa FR, cru	1.2822153
Quinoa FR, cuit	0.56863582
Quinoa, bouilli/cuit à l'eau, non salé	0.35065022
Quinoa, cru	0.789741
Raclette (fromage)	0.56731741
Radis noir, cru	0.056964691
Radis rouge, cru	0.056964691
Raie, crue	1.8946113
Raie, cuite au court-bouillon	2.3421423
Raie, rôtie/cuite au four	2.3421423
Raifort, cru	0.08379751
Raisin blanc, à gros grain (type Italia ou Dattier), cru	0.082039155
Raisin noir, cru	0.082039155
Raisin, cru	0.082039155
Raisin, sec	0.26211325
Rascasse, crue	1.8946113
Rascasse, cuite à la vapeur	2.3421423
Ratatouille cuisinée	0.21117464
Ravioli à la viande, sauce tomate, appertisé	0.32141223
Ravioli chinois à la vapeur à la crevette, cuit	0.342943
Raviolis aux légumes, sauce tomate, appertisés	0.2628895
Reblochon	0.51016452
Requin, cru	1.8946113
Rhubarbe, tige, crue	0.080451121
Rhubarbe, tige, cuite, sucrée	0.19670225
Rhum	0.11980418
Rillettes d'oie	0.77703037
Rillettes de canard	0.77703037
Rillettes de maquereau	1.2165781
Rillettes de poisson	0.44129016
Rillettes de poulet	0.77703037
Rillettes de saumon	1.2165781
Rillettes de thon	0.44129016
Rillettes de Tours	0.77703037
Rillettes du Mans	0.77703037
Rillettes pur oie	0.77703037
Rillettes pur porc	0.77703037
Rillettes traditionnelles de porc	0.77703037
Ris, agneau, cru	3.075278
Ris, agneau, cuit	4.2469017
Ris, veau, braisé ou sauté/poêlé	2.9508561
Ris, veau, cru	2.1425822
Risotto, aux fromages	0.33797706
Risotto, aux fruits de mer	0.33797706
Risotto, aux légumes	0.33797706
Riste d'aubergines (aubergines, tomates, oignons)	0.21117464
Riz au lait, rayon frais	0.2887753
Riz blanc étuvé, cru	0.9757251
Riz blanc étuvé, cuit, non salé	0.44471684
Riz blanc, cru	0.9757251
Riz blanc, cuit, avec légumes et viande	0.44322274
Riz blanc, cuit, avec poulet	0.52259672
Riz blanc, cuit, non salé	0.44471684
Riz cantonais	0.52178251
Riz complet, cru	0.9757251
Riz complet, cuit, non salé	0.44471684
Riz rouge, cru	0.9757251
Riz rouge, cuit, non salé	0.44471684
Riz sauvage, cru	0.9757251
Riz sauvage, cuit, non salé	0.44471684
Riz thaï ou basmati, cru	1.634937
Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru	0.9757251
Rocamadour (fromage de chèvre)	0.89151102
Rocher chocolat fourré praliné	0.69508029
Rocher coco ou Congolais (petit gâteau à la noix de coco)	0.30622094
Rognon, agneau, braisé	3.400235
Rognon, agneau, cru	2.4575922
Rognon, boeuf, cru	2.134587
Rognon, boeuf, cuit	2.9574892
Rognon, porc, cru	0.27572801
Rognon, porc, cuit	0.40953668
Rognon, veau, braisé ou sauté/poêlé	2.3598846
Rognon, veau, cru	1.7114355
Romarin, frais	0.13208131
Romarin, séché	0.39831561
Rond de jambon cuit	1.2422908
Roquefort	0.77347865
Roquette, crue	0.12411724
Rosette ou Fuseau	0.86226928
Rostis ou Galette de pomme de terre	0.19217446
Rôti de volaille en salaison, cuit	1.1951891
Rouget-barbet de roche, cru	1.2435499
Rouget-barbet de roche, vapeur	1.5500407
Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…)	1.3578573
Roulade de porc pistachée	1.5374146
Rouleau de printemps	0.33081639
Roussette ou petite roussette ou saumonette, crue	1.8946113
Roussette ou petite roussette ou saumonette, cuite	2.3421423
Rutabaga, cru	0.06540634
Rutabaga, cuit	0.11709272
Sablé à la noix de coco	0.32722995
Sablé au cacao ou chocolat, au praliné ou autre	0.46788588
Sablé aux fruits (pomme, fruits rouges, etc.)	0.30790926
Sablé pâtissier	0.35069875
Sabre, cru	1.8946113
Safran	1.423572
Saindoux	0.21044402
Saint-Félicien	0.46331446
Saint-Marcellin	0.45374027
Saint-Nectaire, fermier	0.52271867
Saint-Nectaire, laitier	0.52271867
Saint-Nectaire, sans précision	0.52271867
Saint-Paulin (fromage à pâte pressée non cuite demi-ferme)	0.5483621
Saint-Pierre, cru	1.8946113
Sainte-Maure (fromage de chèvre)	0.9142413
Sainte-Maure de Touraine (fromage de chèvre)	0.94833673
Saké ou Alcool de riz	0.11980418
Salade César au poulet (salade verte, fromage, croûtos, sauce)	0.37969449
Salade composée avec viande ou poisson, appertisée, égouttée	2.7358884
Salade de chou ou Coleslaw, avec sauce, préemballée	0.13638098
Salade de fruits, crue	0.20900606
Salade de pâtes aux légumes, avec poisson ou viande	0.40025567
Salade de pâtes, végétarienne	0.22567128
Salade de pomme de terre à la piémontaise, préemballée	0.44898058
Salade de pommes de terre maison	0.58391977
Salade de riz	0.33555174
Salade de thon et légumes, appertisée, égouttée	0.8115815
Salade ou chicorée frisée, crue	0.089800178
Salade verte, crue, sans assaisonnement	0.12411724
Salami	0.86226928
Salami porc et boeuf	0.87119747
Salami pur porc	0.86226928
Salami type danois	0.86226928
Salers	0.57203868
Salicorne (Salicornia sp.), fraîche	0.15993752
Salsifis noir, cru	0.06540634
Salsifis, appertisé, égoutté	0.12132139
Salsifis, cuit	0.11350822
Salsifis, surgelé, cru	0.10203731
Samossas ou Samoussas	2.380644
Sandwich baguette, camembert, beurre	0.33593432
Sandwich baguette, crudités diverses, mayonnaise	0.31934816
Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise	0.31934816
Sandwich baguette, jambon emmental	0.58965784
Sandwich baguette, jambon, beurre	0.65232185
Sandwich baguette, jambon, emmental, beurre	0.58965784
Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre	0.38147273
Sandwich baguette, merguez, ketchup moutarde	0.45028884
Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise	0.29700656
Sandwich baguette, pâté, cornichons	0.40920263
Sandwich baguette, porc, crudités (tomate, salade), mayonnaise	0.38147273
Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise	0.46883798
Sandwich baguette, salami, beurre	0.65232185
Sandwich baguette, saucisson, beurre	0.45028884
Sandwich baguette, saumon fumé, beurre	0.28956156
Sandwich baguette, thon, crudités (tomate, salade), mayonnaise	0.39172691
Sandwich baguette, thon, maïs, crudités	0.28956156
Sandwich grec ou Kebab, baguette, crudités	1.3897745
Sandwich grec ou Kebab, pita, crudités	1.3897745
Sandwich pain de mie complet, jambon, crudités, fromage optionnel	0.38147273
Sandwich pain de mie complet, jambon, fromage	0.58965784
Sandwich pain de mie complet, poulet, crudités, mayonnaise	0.46883798
Sandwich pain de mie complet, thon, crudités, mayonnaise	0.39172691
Sandwich pain de mie, garnitures diverses	0.38147273
Sandwich panini, jambon cru, mozzarella, tomates	0.5513097
Sang, boeuf, cru	2.668571
Sangria	0.20841302
Sardine, à l'huile d'olive, appertisée, égouttée	0.87664362
Sardine, à l'huile, appertisée, égouttée	0.87595814
Sardine, crue	0.24578546
Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés	0.87595814
Sardine, grillée	0.32883027
Sardine, sauce tomate, appertisée, égouttée	0.87595814
Sarrasin entier, cru	0.14173396
Sarriette, séchée	0.39831561
Sauce à l'échalote à la crème, préemballée	0.23107859
Sauce à la crème	0.24835027
Sauce à la crème aux épices	0.24979178
Sauce à la crème aux herbes	0.24979178
Sauce aigre douce, préemballée	0.16784966
Sauce aïoli, préemballée	0.56974317
Sauce américaine, préemballée	0.38959194
Sauce armoricaine, préemballée	0.39364652
Sauce au beurre blanc, préemballée	0.4720719
Sauce au beurre, préemballée	0.4720719
Sauce au chocolat	0.38488445
Sauce au curry, préemballée	0.11533079
Sauce au fromage pour risotto ou pâtes, préemballée	0.39888666
Sauce au poivre vert, préemballée	0.13993351
Sauce au poivre, chaude, préemballée	0.19747442
Sauce au poivre, condimentaire, froide, préemballée	0.19747442
Sauce au roquefort, préemballée	0.4720719
Sauce au vin rouge	0.27580656
Sauce au yaourt	0.19784879
Sauce aux champignons et à la crème, préemballée	0.54031091
Sauce aux champignons, préemballée	0.54123167
Sauce barbecue, préemballée	0.22386531
Sauce basquaise ou Sauce aux poivrons, préemballée	0.21390227
Sauce béarnaise, préemballée	0.56389366
Sauce béchamel, maison	0.22354951
Sauce béchamel, préemballée	0.22354951
Sauce bourguignonne, préemballée	0.37342614
Sauce burger, préemballée	0.49537835
Sauce carbonara, préemballée	0.62442019
Sauce chasseur, préemballée	0.29708975
Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée	0.49537835
Sauce crudités ou Sauce salade, préemballée	0.49537835
Sauce grand veneur, préemballée	0.37748072
Sauce hollandaise, préemballée	0.66787312
Sauce indienne type tandoori ou tikka masala, préemballée	0.19310342
Sauce kebab, préemballée	0.25059001
Sauce madère, préemballée	0.53085059
Sauce moutarde, préemballée	0.23976775
Sauce Nuoc Mâm ou Sauce au poisson, préemballée	0.14484144
Sauce pesto rosso, préemballée	0.45193599
Sauce pesto, préemballée	0.45193599
Sauce rouille, préemballée	0.43858599
Sauce soja, préemballée	0.099202987
Sauce tartare, préemballée	0.19341983
Sauce tomate à la viande ou Sauce bolognaise, préemballée	1.2443336
Sauce tomate au fromage, préemballée	0.20206355
Sauce tomate aux champignons, préemballée	0.21495988
Sauce tomate aux oignons, préemballée	0.17241549
Sauce tomate aux olives, préemballée	0.17476397
Sauce tomate aux petits légumes, préemballée	0.20220725
Sauce végétale type bolognaise, préemballée	0.21810894
Sauce vinaigrette (50 à 75% d'huile), préemballée	0.43709237
Saucisse alsacienne fumée ou Gendarme	1.1607275
Saucisse cocktail	1.4021506
Saucisse de bière	0.75521422
Saucisse de foie	1.1382028
Saucisse de Francfort	0.75521422
Saucisse de jambon pur porc	0.75521422
Saucisse de Montbéliard	1.1607275
Saucisse de Morteau	1.1607275
Saucisse de Morteau, bouillie/cuite à l'eau	1.1607275
Saucisse de Strasbourg ou Knack	1.4021506
Saucisse de Toulouse, crue	2.0740644
Saucisse de Toulouse, cuite	2.1355779
Saucisse de volaille, façon charcutière	1.5738949
Saucisse de volaille, type Knack	1.6457082
Saucisse sèche	0.87119747
Saucisse végétale au blé ou seitan, préemballé	0.29575176
Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée	0.19356614
Saucisse viennoise, crue	2.0740644
Saucisson à l'ail	1.4701147
Saucisson brioché, cuit	0.64426913
Saucisson cuit pur porc	1.1208617
Saucisson de Paris	0.89386343
Saucisson de Paris, fumé	0.89386343
Saucisson sec	0.86226928
Saucisson sec aux noix et/ou noisettes	0.87119747
Saucisson sec pur porc	0.86226928
Saucisson sec pur porc, qualité supérieure	0.86226928
Sauge, fraîche	0.13208131
Sauge, séchée	0.39831561
Saumon à l'oseille	0.783358
Saumon fumé	1.1009617
Saumon, appertisé, égoutté	1.2282107
Saumon, bouilli/cuit à l'eau, élevage	0.96073343
Saumon, cru, élevage	0.77369093
Saumon, cuit à la vapeur	0.97343347
Saumon, cuit au micro-ondes, élevage	0.94183932
Saumon, élevage, rôti/cuit au four	0.97343347
Saumon, grillé/poêlé	0.95431663
Saupe, crue	1.2435499
Scarole, crue	0.16200291
Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue	1.8946113
Seigle entier, cru	0.10024555
Seitan, préemballé	0.17063558
Sel au céleri	0.079425471
Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)	0.079425471
Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)	0.079425471
Sel marin gris, non iodé, non fluoré	0.079425471
Selles-sur-Cher (fromage de chèvre)	0.95970187
Semoule au lait, rayon frais	0.16632864
Semoule de blé dur, crue	0.23102721
Sésame, graine	1.0225504
Sésame, graine décortiquée	1.0225504
Sésame, grillé, graine décortiquée	1.0225504
Sirop à diluer, sucré	0.15503368
Sirop d'agave	0.66508301
Sirop d'érable	0.24781084
Sirop léger pour fruits appertisés au sirop	0.083512492
Sirop pour fruits appertisés au sirop	0.083512492
Smoothie	0.11507641
Snack pour enfants à base de fromage fondu et de gressins	0.54596798
Soja, graine entière	0.16128787
Sole tropicale ou Sole langue, crue	1.2435499
Sole, bouillie/cuite à l'eau	1.5471585
Sole, crue	1.2435499
Sole, cuite à la vapeur	1.5471585
Sole, frite	1.5280417
Sole, poêlée	1.5471585
Sole, rôtie/cuite au four	1.2411895
Son d'avoine	0.12641763
Son de blé	0.043764973
Son de maïs	0.071864389
Son de riz	0.4942597
Sorbet, bâtonnet	0.21878233
Sorbet, en bac	0.21216114
Sorgho entier, cru	0.10439387
Soufflé au fromage	0.36960359
Soupe à l'oignon, déshydratée reconstituée	0.29946103
Soupe à l'oignon, préemballée à réchauffer	0.26468758
Soupe à la carotte, préemballée à réchauffer	0.073200755
Soupe à la tomate et aux vermicelles, déshydratée reconstituée	0.12516291
Soupe à la tomate et aux vermicelles, préemballée à réchauffer	0.090350756
Soupe à la tomate, déshydratée reconstituée	0.097863131
Soupe à la tomate, préemballée à réchauffer	0.06304491
Soupe à la volaille et aux légumes, déshydratée reconstituée	0.018122858
Soupe à la volaille et aux légumes, préemballée à réchauffer	0.018122858
Soupe à la volaille et aux vermicelles, déshydratée reconstituée	0.18508127
Soupe à la volaille et aux vermicelles, préemballée à réchauffer	0.15028241
Soupe asiatique, avec pâtes, déshydratée reconstituée	0.41168036
Soupe asiatique, avec pâtes, préemballée à réchauffer	0.37693182
Soupe au cresson, déshydratée reconstituée	0.11672948
Soupe au cresson, préemballée à réchauffer	0.081915444
Soupe au pistou, déshydratée reconstituée	0.13891658
Soupe au pistou, préemballée à réchauffer	0.10410747
Soupe au potiron, déshydratée reconstituée	0.14031243
Soupe au potiron, préemballée à réchauffer	0.10550363
Soupe aux asperges, déshydratée reconstituée	0.23991719
Soupe aux asperges, préemballée à réchauffer	0.20513051
Soupe aux céréales et aux légumes, déshydratée reconstituée	0.12516291
Soupe aux champignons, déshydratée reconstituée	0.49298522
Soupe aux champignons, préemballée à réchauffer	0.45825474
Soupe aux légumes avec fromage, préemballée à réchauffer	0.15083474
Soupe aux légumes variés, déshydratée reconstituée	0.11724598
Soupe aux légumes variés, préemballée à réchauffer	0.082432062
Soupe aux légumes verts, déshydratée reconstituée	0.1755434
Soupe aux légumes verts, préemballée à réchauffer	0.14074243
Soupe aux lentilles, préemballée à réchauffer	0.071604916
Soupe aux poireaux et pommes de terre, déshydratée reconstituée	0.10358002
Soupe aux poireaux et pommes de terre, préemballée à réchauffer	0.068763072
Soupe aux pois cassés, préemballée à réchauffer	0.071604916
Soupe chorba frik, à base de viande et de frik	0.51403445
Soupe de poissons et / ou crustacés, déshydratée reconstituée	1.477849
Soupe de poissons et / ou crustacés, préemballée à réchauffer	1.4433372
Soupe froide type Gaspacho ou Gazpacho	0.06304491
